GEMEINDE,ORT,PLZ,STRASSE,ENSEMBLE,OBJEKT,GVZ_NR,BAUJAHR,EINSTUFUNG,FESTSETZUNG,ERLASS,SCHUTZ,GRUNDBUCHEINTRAG,OST,NORD,E,N
Zürich,Zürich,8055,,Zürich/Uitikon/Schlieren: Sperrstelle 5053,Kleinunterstand A04964,,1,kantonal,,,-,,2679175.88894681,1245909.85368311,2679175.889,1245909.854
Zürich,Zürich,8004,Herdernstrasse 63,Zürich: Schlachthof,Verwaltungsgebäude,26403119,1907,kantonal,19810812,RRB Nr. 3048/1981 Liste Stadt Zürich,-,,2680646.90905441,1248662.85502808,2680646.909,1248662.855
Zürich,Zürich,8003,Aemtlerstrasse 197,"Zürich: Friedhof Sihlfeld A, B, C, D und E mit Hochbauten, Gartenanlage und Grabmäler bedeutender Persönlichkeiten",Gärtnerhaus,27701478,1902,kantonal,19810812,RRB Nr. 3048/1981 Liste Stadt Zürich,-,,2680790.90209346,1247917.85180195,2680790.902,1247917.852
Zürich,Zürich,8003,Aemtlerstrasse 173,"Zürich: Friedhof Sihlfeld A, B, C, D und E mit Hochbauten, Gartenanlage und Grabmäler bedeutender Persönlichkeiten","Gewächshaus, sog. «Überwinterungshalle»",27700531,1880,kantonal,19810812,RRB Nr. 3048/1981 Liste Stadt Zürich,-,,2680834.90143305,1247844.85147526,2680834.901,1247844.852
Zürich,Zürich,8003,Birmensdorferstrasse 80,Zürich: Bahnhof SBB Station Zürich Wiedikon,Aufnahmegebäude mit Reiterstellwerk,27702412,1928,regional,,,-,,2681949.89343078,1247291.84095507,2681949.893,1247291.841
Zürich,Zürich,8002,Bürglistrasse 11,Zürich: ref. Kirchgemeinde Enge; Zürich: Pfarrhaus I und II der reformierten Kirchgemeinde Enge,Pfarrhaus Enge II,26501040,1900,kantonal,19810812,RRB Nr. 3048/1981 Liste Stadt Zürich,PD,19890613,2682398.88757023,1246382.83774885,2682398.888,1246382.838
Zürich,Zürich,8002,Gablerstrasse 20,Zürich: Rietberg Museum Ensemble mit Parkanlage,Ökonomiegebäude der Villa Schönberg,26500254,1887,kantonal,,,-,,2682412.88598032,1245969.83822064,2682412.886,1245969.838
Zürich,Zürich,8002,Gablerstrasse 17,Zürich: Rietberg Museum Ensemble mit Parkanlage,Erweiterungsbau,26500094,2007,kantonal,,,-,,2682427.88573059,1245912.83814969,2682427.886,1245912.838
Zürich,Zürich,8002,Gablerstrasse 15,Zürich: Rietberg Museum Ensemble mit Parkanlage,Villa Wesendonck,26500094,1857,kantonal,19810812,RRB Nr. 3048/1981 Liste Stadt Zürich,-,,2682467.88569819,1245928.8377093,2682467.886,1245928.838
Zürich,Zürich,8001,Freigutstrasse 37,,Synagoge,28101882,1924,kantonal,20170228,"BDV Nr. 1224/2016 mit Vertrag, Einzelaufstufung",ÖREB,20170508,2682431.88987327,1247013.83646173,2682431.89,1247013.837
Zürich,Zürich,8002,Brandschenkestrasse 48,,Freigut,26500087,,kantonal,19810812,RRB Nr. 3048/1981 Liste Stadt Zürich,ÖREB,20010424,2682440.88963368,1246955.83645475,2682440.89,1246955.837
Zürich,Zürich,8004,Kanonengasse 20; Militärstrasse 49,"Zürich: Kasernenareal; Zürich: Zeughäuser 1, 2, und 5",Zeughaus 2,26400568,1866,kantonal,19810812,RRB Nr. 3048/1981 Liste Stadt Zürich,-,,2682490.89811517,1248016.83916409,2682490.898,1248016.839
Zürich,Zürich,8004,Lagerstrasse 92,Zürich: Bahnhofanlage Zürich-Hauptbahnhof,Zentralstellwerk Hauptbahnhof,26400932,1963,kantonal,,,-,,2682503.90005035,1248237.8402165,2682503.9,1248237.84
Zürich,Zürich,8005,,Zürich: Sperrstelle 6090,Infanteriewerk A04856,,1,regional,,,-,,2682335.90905856,1249169.84593897,2682335.909,1249169.846
Zürich,Zürich,8001,Bahnhofstrasse 25; Bahnhofstrasse 27; Bärengasse 5; Bärengasse 9; Paradeplatz 8,,Credit Suisse CS Hauptsitz,28101922,1872,kantonal,19810812,RRB Nr. 3048/1981 Liste Stadt Zürich,-,,2683086.8940378,1247141.83430401,2683086.894,1247141.834
Zürich,Zürich,8001,Bahnhofstrasse 69a,Zürich: Geschäftshaus «Zur Trülle»,Hausteil,28101836,1898,regional,19810812,RRB Nr. 3048/1981 Liste Stadt Zürich,ÖREB,20070424,2683049.89314437,1247618.83427825,2683049.893,1247618.834
Zürich,Zürich,8001,Strehlgasse 26,,Wohnhaus Zum Kleinen Kindli,28101468,,regional,20040930,BDV Nr. 261/2004 Einzelaufstufung,PD,20050201,2683221.89494103,1247411.83439663,2683221.895,1247411.834
Zürich,Zürich,8001,St. Peterhofstatt 1,"Zürich: Kirche, ref. St. Peter",Kirchenschiff St. Peter,28101926,1706,kantonal,19810812,RRB Nr. 3048/1981 Liste Stadt Zürich,PD,19800703,2683227.89513708,1247290.83440084,2683227.895,1247290.834
Zürich,Zürich,8001,Neumühlequai 20; Walcheplatz 1; Neumühlequai 22,"Zürich: Kantonale Verwaltung, Zentralverwaltung",Neumühle,28101141,,kantonal,19810812,RRB Nr. 3048/1981 Liste Stadt Zürich,-,,2683372.89605481,1248160.83481526,2683372.896,1248160.835
Zürich,Zürich,8050,Hofwiesenstrasse 375; Hofwiesenstrasse 375a,Zürich: Bahnhof SBB Station Zürich Oerlikon,Perronüberdachung III,27202687,1977,kantonal,,,-,,2683406.92331192,1251821.84674116,2683406.923,1251821.847
Zürich,Zürich,8001,Hechtplatz 7; Limmatquai 6,,Hechttheater Kaufbuden,28101158,1835,regional,19810812,RRB Nr. 3048/1981 Liste Stadt Zürich,-,,2683543.89836255,1246974.83461829,2683543.898,1246974.835
Zürich,Zürich,8001,Kirchgasse 27,,Engelburg,28100193,1601,regional,19810812,RRB 3048/1981 Liste Stadt Zürich,PD,19800131,2683635.89889837,1247226.83468136,2683635.899,1247226.835
Zürich,Zürich,8001,Waldmannstrasse 10; Waldmannstrasse 10a,Zürich: Überbauung Heinrich Ernst 1883/1889 Rämistrasse,Geschäftshaus,28100971,1886,regional,19810812,RRB Nr. 3048/1981 Liste Stadt Zürich,-,,2683679.89953856,1247019.83471175,2683679.9,1247019.835
Zürich,Zürich,8001,Kirchgasse 50; Winkelwiese 2; Winkelwiese 2a,Zürich: Villa Tobler,Ökonomiegebäude,28100854,1857,kantonal,,,-,,2683685.89937357,1247206.83471575,2683685.899,1247206.835
Zürich,Zürich,8001,Hirschengraben 20; Hirschengraben 18a; Hirschengraben 20a,,Haus zum Kiel,28100682,1716,regional,19810812,RRB Nr. 3048/1981 Liste Stadt Zürich,-,,2683726.89970063,1247243.83474391,2683726.9,1247243.835
Zürich,Zürich,8001,Rämistrasse 25,Zürich: Überbauung Heinrich Ernst 1883/1889 Rämistrasse,Geschäftshaus,28100978,1887,regional,19810812,RRB Nr. 3048/1981 Liste Stadt Zürich,PD,19900626,2683726.89999134,1246995.83474408,2683726.9,1246995.835
Zürich,Zürich,,Falkenstrasse 1; Schillerstrasse 1; Sechseläutenplatz 1,,Opernhaus,28101001,1890,kantonal,19810812,RRB Nr. 3048/1981 Liste Stadt Zürich,PD,19831121,2683729.90033784,1246601.83477671,2683729.9,1246601.835
Zürich,Zürich,8001,Stadelhoferstrasse 12,,Sonnenhof,28100002,1600,-,,,PD,19830606,2683755.90047725,1246804.83476414,2683755.9,1246804.835
Zürich,Zürich,8001,Rämistrasse 35,Zürich: Überbauung Heinrich Ernst 1883/1889 Rämistrasse,Geschäftshaus,28100962,1885,regional,19810812,RRB Nr. 3048/1981 Liste Stadt Zürich,PD,19900618,2683764.90027137,1247049.83477017,2683764.9,1247049.835
Zürich,Zürich,8001,Hirschengraben 1,Zürich: Überbauung Heinrich Ernst 1883/1889 Rämistrasse,Schulhaus Hirschengraben 1,28100870,1887,regional,19810812,RRB Nr. 3048/1981 Liste Stadt Zürich,-,,2683772.9002909,1247094.83477563,2683772.9,1247094.835
Zürich,Zürich,8001,Schanzengasse 20,Zürich: Villa Falkenstein,Gartenanlage,,1866,regional,19810812,RRB Nr. 3048/1981 Liste Stadt Zürich,PD,19810715,2683961.90223061,1246896.8349057,2683961.902,1246896.835
Zürich,Zürich,8001,Spiegelgasse 29,Zürich: Grimmenturm,Hausteil 1,28100268,1230,kantonal,19810812,RRB Nr. 3048/1981 Liste Stadt Zürich,-,,2683592.89829418,1247410.83465168,2683592.898,1247410.835
Zürich,Zürich,8001,Predigerplatz 33,Zürich: Predigerkirche/Predigerchor,Perdigerchor,28101190,,kantonal,19810812,RRB Nr. 3048/1981 Liste Stadt Zürich,-,,2683607.89821051,1247597.83466187,2683607.898,1247597.835
Zürich,Zürich,8001,Neumarkt 27,,"Goldener Winkel, Geburtshaus Gottfried Keller",28100820,1426,kantonal,19810812,RRB Nr. 3048/1981 Liste Stadt Zürich,-,,2683673.89889708,1247520.83470729,2683673.899,1247520.835
Zürich,Zürich,8006,Gloriastrasse 27,Zürich: Kantonsspital USZ,"Bettenhaus Osttrakt 1, 2, 3",26601388,1950,kantonal,19810812,RRB Nr. 3048/1981 Liste Stadt Zürich,-,,2684026.90166912,1247876.83494973,2684026.902,1247876.835
Zürich,Zürich,8001,Rämistrasse 58; Rämistrasse 60; Zürichbergstrasse 6,Zürich: Kantonsschulen Rämibühl,Mathematisch-Naturwissenschaftliches Gymnasium NMG,26901900,1967,kantonal,,,-,,2684097.90286975,1247399.83499886,2684097.903,1247399.835
Zürich,Zürich,8006,Sternwartstrasse 3,Zürich: Kantonsspital USZ,Gebäude Sternwartstrasse 3. Küchentrakt,26601385,1949,kantonal,19810812,RRB Nr. 3048/1981 Liste Stadt Zürich,-,,2684043.90163634,1248035.83496131,2684043.902,1248035.835
Zürich,Zürich,8008,Zollikerstrasse 128,"Zürich: Villa Patumbah; Zürich: Villa Patumbah mit Ökonomiegebäude, Zwischentrakt, Pavillon und Gartenanlage",Gartenanlage,,1889,kantonal,19810812,RRB Nr. 3048/1981 Liste Stadt Zürich,ÖREB,20060321,2684679.89545888,1245711.82257116,2684679.896,1245711.823
Zürich,Zürich,8008,Zollikerstrasse 26,"Zürich: Villa Bleuler, heute Schweizerisches Institut für Kunstwissenschaft SIK",Nebengebäude,27300145,1912,regional,19911030,RRB Nr. 3694/1991 Einzelaufstufung,PD,19920429,2684340.90201229,1246365.83031329,2684340.902,1246365.83
Zürich,Zürich,8008,Zollikerstrasse 32,"Zürich: Villa Bleuler, heute Schweizerisches Institut für Kunstwissenschaft SIK",Gartenanlage,,1885,regional,19810812,RRB Nr. 3048/1981 Liste Stadt Zürich,PD,19920429,2684352.90145478,1246293.82994423,2684352.902,1246293.83
Zürich,Zürich,8008,Kreuzbühlstrasse 36,"Zürich: Herrschaftssitz «Zum Schönbühl» mit Villa, Nebengebäuden und Park",Hauptgebäude,27300277,1838,regional,19810812,RRB Nr. 3048/1981 Liste Stadt Zürich,ÖREB,19820316,2684138.90374648,1246641.83430647,2684138.904,1246641.834
Zürich,Zürich,8001,Rämistrasse 54a,Zürich: Kantonsschulen Rämibühl,Mensa,26901905,1967,kantonal,,,-,,2684144.90295847,1247316.83421397,2684144.903,1247316.834
Zürich,Zürich,8044,Kantstrasse 21,Zürich: ref. Kirchgemeinde Fluntern,Pfarrhaus,26600737,1918,regional,,,-,,2684444.90211772,1247909.82903185,2684444.902,1247909.829
Opfikon,Glattbrugg,8152,Oberhauserstrasse 71,Opfikon: ref. Kirche/Pfarrhaus,"Kirche, ref.",6600025,1957,regional,,,-,,2685329.94056188,1253751.82536238,2685329.941,1253751.825
Zürich,Zürich,8008,Lenggstrasse 31,"Zürich: Psychiatrische Klinik Burghölzli; Zürich: Psychiatrische Universitätsklinik PUK (Kantonale Heilanstalt Burghölzli) mit drei Ökonomiegebäuden ?(ehem. Holz- und Kohlenlager, Tierstallungen, Heubühnen, Pferdestallungen, Metzgerei), Wirtschaftstrakt u",Gartenanlage,,1864,kantonal,19810812,RRB Nr. 3048/1981 Liste Stadt Zürich,-,,2685518.88766582,1245257.80708357,2685518.888,1245257.807
Zürich,Zürich,8008,Lenggstrasse 53,"Zürich: Psychiatrische Klinik Burghölzli; Zürich: Psychiatrische Universitätsklinik PUK (Kantonale Heilanstalt Burghölzli) mit drei Ökonomiegebäuden ?(ehem. Holz- und Kohlenlager, Tierstallungen, Heubühnen, Pferdestallungen, Metzgerei), Wirtschaftstrakt u",Magazin 1873,27300799,1873,kantonal,19810812,RRB Nr. 3048/1981 Liste Stadt Zürich,-,,2685524.88870333,1245420.80722232,2685524.889,1245420.807
Zürich,Zürich,8032,Kurhausstrasse 65; Kurhausstrasse 69; Kurhausstrasse 77; Kurhausstrasse 81; Kurhausstrasse 47; Kurhausstrasse 71a; Kurhausstrasse 87; Kurhausstrasse 91; Kurhausstrasse 93,,Grand Hotel «Dolder»,26900939,,kantonal,19810812,RRB Nr. 3048/1981 Liste Stadt Zürich,ÖREB,20090108,2685684.90168637,1247509.80848707,2685684.902,1247509.808
Zürich,Zürich,8048,Altstetterplatz 11b; Altstetterplatz 13b,Zürich: Bahnhof SBB Station Zürich Altstetten,Perronüberdachung / Wartehalle 2,,1965,kantonal,,,-,,2679268.92710909,1249549.85955832,2679268.927,1249549.86
Zürich,Zürich,8004,Baslerstrasse 10; Herdernstrasse 61; Baslerstrasse 4; Baslerstrasse 4e; Baslerstrasse 9a,Zürich: Schlachthof,"Betriebsgebäude bestehend aus Verbindungshalle, Kühl- und Maschinenhaus, Hochkamin",26403079,1907,kantonal,19810812,RRB Nr. 3048/1981 Liste Stadt Zürich,-,,2680595.90944769,1248671.85516033,2680595.909,1248671.855
Zürich,Zürich,8004,Herdernstrasse 61a,Zürich: Schlachthof,"ehem. Pförtnerhaus, heute Portiergebäude",26403229,1909,kantonal,19810812,RRB Nr. 3048/1981 Liste Stadt Zürich,-,,2680620.90908659,1248652.85507382,2680620.909,1248652.855
Zürich,Zürich,8003,Aemtlerstrasse 149 bei; Aemtlerstrasse 151 bei,"Zürich: Friedhof Sihlfeld A, B, C, D und E mit Hochbauten, Gartenanlage und Grabmäler bedeutender Persönlichkeiten","Friedhofmauern, Tore, Grünanlagen,  Grabmäler und sonstiges Gartenmobiliar ohne Hochbauten",,1,kantonal,19810812,RRB Nr. 3048/1981 Liste Stadt Zürich,-,,2680945.9004078,1247755.85048663,2680945.9,1247755.85
Zürich,Zürich,8003,Aemtlerstrasse 23; Aemtlerstrasse 25,,Ref. Kirche «Zwinglikirche» und Kirchgemeindehaus mit Pfarrhaus,27702218,1925,kantonal,19810812,RRB Nr. 3048/1981 Liste Stadt Zürich,-,,2681315.89601837,1247314.84744065,2681315.896,1247314.847
Zürich,Zürich,8004,Hardstrasse 76; Hirzelstrasse 16; Hirzelstrasse 18; Hirzelstrasse 20; Hirzelstrasse 22,"Zürich: Kirche, kath. St. Felix u. Regula","Kirche, kath. St. Felix u. Regula",26400300,1950,regional,,,-,,2681176.90482367,1248358.84990264,2681176.905,1248358.85
Zürich,Zürich,8005,Hardturmstrasse 128,,Hardturm,26400052,1200,kantonal,19810812,RRB Nr. 3048/1981 Liste Stadt Zürich,ÖREB,19930126,2681166.9191523,1249793.85549744,2681166.919,1249793.856
Zürich,Zürich,8055,Goldbrunnenstrasse 54; Goldbrunnenstrasse 52,,"Kirche Bühl, ref.",27701122,1895,regional,19810812,RRB Nr. 3048/1981 Liste Stadt Zürich,PD,19841204,2681422.89274584,1246889.84707391,2681422.893,1246889.847
Zürich,Zürich,8003,Birmensdorferstrasse 80a; Birmensdorferstrasse 80b; Birmensdorferstrasse 80c; Birmensdorferstrasse 80d,Zürich: Bahnhof SBB Station Zürich Wiedikon,Perronanlage,,1928,regional,,,-,,2681903.89386318,1247329.84136284,2681903.894,1247329.841
Zürich,Zürich,8002,Joachim Hefti-Weg 6,Zürich: Rietberg Museum Ensemble mit Parkanlage,Gewächshaus der Villa Schönberg,26500600,1891,kantonal,,,-,,2682399.88621787,1246024.83827375,2682399.886,1246024.838
Zürich,Zürich,8002,Bederstrasse 1; Bederstrasse 3; Tessinerplatz 10; Tessinerplatz 12; Seestrasse 16; Seestrasse 26,Zürich: Bahnhofanlage Zürich-Enge; Zürich: Bahnhof Zürich-Enge mit Aufnahmegebäude und Perronanlage,Aufnahmegebäude,26501270,1925,regional,19810812,RRB Nr. 3048/1981 Liste Stadt Zürich,-,,2682528.88785713,1246538.83616205,2682528.888,1246538.836
Zürich,Zürich,8001,Pelikanstrasse 46,"Zürich: Alter Botanischer Garten, Garten- und Bauensemble; Zürich: Ehem. Botanischer Garten, mit Schanzenmauern/ Bollwerk Zur Katz, Gewächshäusern, Sammlungsgebäuden (Völkerkundemuseum), Gartenbauelementen (Terrasse, Pergola, Denkmäler...) und Pflanzenbes","Pavillon, ehem. Palmenhaus",28101587,1877,kantonal,19810812,RRB Nr. 3048/1981 Liste Stadt Zürich,-,,2682713.89054584,1247245.83404751,2682713.891,1247245.834
Zürich,Zürich,8004,Kasernenstrasse 29,Zürich: Kasernenareal,Polizeikaserne,26402923,1899,kantonal,19810812,RRB Nr. 3048/1981 Liste Stadt Zürich,-,,2682599.89474629,1247687.83685762,2682599.895,1247687.837
Zürich,Zürich,8005,,Zürich: Sperrstelle 6090,Infanteriewerk A04857,,1,regional,,,-,,2682330.90916737,1249179.8460188,2682330.909,1249179.846
Zürich,Zürich,8002,Mythenquai 60,Zürich: Swiss RE Schweizerische Rückversicherung,Geschäftshaus «Schweizerische Rückversicherung»,26501136,,regional,19810812,RRB Nr. 3048/1981 Liste Stadt Zürich,-,,2682820.88688733,1245952.83542851,2682820.887,1245952.835
Zürich,Zürich,8002,Alfred-Escher-Strasse 45; Breitingerstrasse 3; Breitingerstrasse 7; Mythenquai 2,Zürich: Zürich Versicherung,"Zürich, Altbauten 1899/1925",26501022,1899,regional,19810812,RRB Nr. 3048/1981 Liste Stadt Zürich,ÖREB,20150326,2682830.88837653,1246276.83505674,2682830.888,1246276.835
Zürich,Zürich,8002,General Guisan Quai; Arboretum; Mythenquai 3 bei,Zürich: Sperrstelle 6090,Bunker A 4842,,1939,kantonal,19921021,BDV Nr. 889/1992 Einzelaufstufung,ÖREB,19921207,2683040.89196251,1246539.83477605,2683040.892,1246539.835
Zürich,Zürich,8002,General-Guisan-Quai 8; Glärnischstrasse 10,,Villa Rosau,26500195,1844,kantonal,19810812,RRB Nr. 3048/1981 Liste Stadt Zürich,-,,2683105.89360831,1246747.8345435,2683105.894,1246747.835
Zürich,Zürich,8001,Bahnhofstrasse 30,Zürich: «Leuenhof» und «St. Peterhof»,Geschäftshaus St. Peterhof,28101865,1913,kantonal,19810812,RRB Nr. 3048/1981 Liste Stadt Zürich,-,,2683122.89428687,1247206.83432871,2683122.894,1247206.834
Zürich,Zürich,8001,Bahnhofstrasse 32; In Gassen 20; Zeugwartgasse 1; Zeugwartgasse 3,Zürich: «Leuenhof» und «St. Peterhof»,Bankgebäude «Leuenhof»,28101876,1916,kantonal,19810812,RRB Nr. 3048/1981 Liste Stadt Zürich,-,,2683111.89413942,1247247.83432112,2683111.894,1247247.834
Zürich,Zürich,8001,Lindenhofstrasse 19; Oetenbachgasse 22; Uraniastrasse 7,Zürich: Amtshäuser I-IV/Sternwarte «Urania» mit Geschäftshaus,Amtshaus IV,28101872,,kantonal,19810812,RRB Nr. 3048/1981 Liste Stadt Zürich,-,,2683168.89423242,1247607.83436007,2683168.894,1247607.834
Zürich,Zürich,8001,Limmatquai 55,,Rathaus,28100690,1694,kantonal,19810812,RRB Nr. 3048/1981 Liste Stadt Zürich,-,,2683392.89658331,1247328.83451424,2683392.897,1247328.835
Zürich,Zürich,8001,Limmatquai 64; Limmatquai 66,,Gesellschaftshaus «Zum Schneggen»,28100467,1866,regional,19810812,RRB Nr. 3048/1981 Liste Stadt Zürich,PD,20111021,2683403.89659126,1247406.83452175,2683403.897,1247406.835
Zürich,Zürich,8001,Zwingliplatz 4,Zürich: Helferei Grossmünster,Antistitium / Pfarrhaus,28100178,1,kantonal,19810812,RRB Nr. 3048/1981 Liste Stadt Zürich,ÖREB,19720316,2683531.89798921,1247200.83460989,2683531.898,1247200.835
Zürich,Zürich,8001,Rämistrasse 29,Zürich: Überbauung Heinrich Ernst 1883/1889 Rämistrasse,Geschäftshaus,28100974,1886,regional,19810812,RRB Nr. 3048/1981 Liste Stadt Zürich,-,,2683736.90006762,1247007.83475094,2683736.9,1247007.835
Zürich,Zürich,8001,Rämistrasse 31,Zürich: Überbauung Heinrich Ernst 1883/1889 Rämistrasse,Geschäftshaus,28100975,1886,regional,19810812,RRB Nr. 3048/1981 Liste Stadt Zürich,PD,19900725,2683742.90011245,1247015.83475506,2683742.9,1247015.835
Zürich,Zürich,8001,Spiegelgasse 29; Spiegelgasse 31,Zürich: Grimmenturm,Hausteil 2,28100291,1230,kantonal,19810812,RRB Nr. 3048/1981 Liste Stadt Zürich,-,,2683598.89833667,1247420.8346558,2683598.898,1247420.835
Zürich,Zürich,8001,Künstlergasse 15,Zürich: Stockargut; Zürich: Stockergut und Gartenpavillon mit Gartenanlage,Herrschaftshaus,28100664,,kantonal,19810812,RRB Nr. 3048/1981 Liste Stadt Zürich,-,,2683733.89924225,1247688.83474843,2683733.899,1247688.835
Zürich,Zürich,8001,Hirschengraben 40,Zürich: Rechberg,"Stadtpalais «Rechberg», ehem. «Krone»",28100670,,kantonal,19810812,RRB Nr. 3048/1981 Liste Stadt Zürich,-,,2683760.89972063,1247488.83476712,2683760.9,1247488.835
