"Jahr","QuarSort","QuarLang","KreisSort","KreisLang","ProjStatus","ProjStatusSort","ProjAnzGbd","ProjKosten","ProjRauminhalt","ProjAnzWhg","Whg_1_3_Zi","Whg_4plus_Zi"
2012,12,"Hochschulen",1,"Kreis 1","Fertigerstellt","6704",4,,32682,0,0,0
2012,12,"Hochschulen",1,"Kreis 1","Im Bau","6703",1,,5173,0,0,0
2012,14,"City",1,"Kreis 1","Fertigerstellt","6704",1,,3848,0,0,0
2012,14,"City",1,"Kreis 1","Im Bau","6703",1,,135000,0,0,0
2012,21,"Wollishofen",2,"Kreis 2","Bewilligt","6702",19,90553,107770,173,101,72
2012,21,"Wollishofen",2,"Kreis 2","Fertigerstellt","6704",8,33120,42442,38,19,19
2012,21,"Wollishofen",2,"Kreis 2","Im Bau","6703",10,37430,41672,62,30,32
2012,23,"Leimbach",2,"Kreis 2","Bewilligt","6702",7,14900,20096,33,16,17
2012,23,"Leimbach",2,"Kreis 2","Im Bau","6703",12,110150,131824,231,182,49
2012,24,"Enge",2,"Kreis 2","Bewilligt","6702",11,428680,301651,89,60,29
2012,24,"Enge",2,"Kreis 2","Fertigerstellt","6704",8,25780,25138,40,22,18
2012,24,"Enge",2,"Kreis 2","Im Bau","6703",9,30050,41850,72,60,12
2012,31,"Alt-Wiedikon",3,"Kreis 3","Bewilligt","6702",8,114100,147695,49,21,28
2012,31,"Alt-Wiedikon",3,"Kreis 3","Fertigerstellt","6704",5,285500,235149,29,20,9
2012,31,"Alt-Wiedikon",3,"Kreis 3","Im Bau","6703",11,95200,128796,322,282,40
2012,33,"Friesenberg",3,"Kreis 3","Bewilligt","6702",2,,2623,1,0,1
2012,33,"Friesenberg",3,"Kreis 3","Fertigerstellt","6704",96,62250,86453,117,49,68
2012,33,"Friesenberg",3,"Kreis 3","Im Bau","6703",34,433794,269073,41,16,25
2012,34,"Sihlfeld",3,"Kreis 3","Bewilligt","6702",3,,17225,16,14,2
2012,34,"Sihlfeld",3,"Kreis 3","Fertigerstellt","6704",13,51821,81058,142,54,88
2012,34,"Sihlfeld",3,"Kreis 3","Im Bau","6703",19,101500,128152,156,98,58
2012,41,"Werd",4,"Kreis 4","Bewilligt","6702",5,,22686,41,29,12
2012,41,"Werd",4,"Kreis 4","Im Bau","6703",4,103300,150485,94,60,34
2012,42,"Langstrasse",4,"Kreis 4","Bewilligt","6702",5,21300,26843,35,26,9
2012,42,"Langstrasse",4,"Kreis 4","Fertigerstellt","6704",6,,332645,31,31,0
2012,42,"Langstrasse",4,"Kreis 4","Im Bau","6703",14,449400,537395,262,187,75
2012,44,"Hard",4,"Kreis 4","Bewilligt","6702",1,,552282,0,0,0
2012,44,"Hard",4,"Kreis 4","Fertigerstellt","6704",1,,71000,119,115,4
2012,51,"Gewerbeschule",5,"Kreis 5","Bewilligt","6702",1,,18884,22,16,6
2012,52,"Escher Wyss",5,"Kreis 5","Bewilligt","6702",18,,167020,178,114,64
2012,52,"Escher Wyss",5,"Kreis 5","Fertigerstellt","6704",12,134244,252104,303,194,109
2012,52,"Escher Wyss",5,"Kreis 5","Im Bau","6703",37,938000,1232962,878,722,156
2012,61,"Unterstrass",6,"Kreis 6","Bewilligt","6702",7,29350,27289,41,32,9
2012,61,"Unterstrass",6,"Kreis 6","Fertigerstellt","6704",15,34860,53457,100,66,34
2012,61,"Unterstrass",6,"Kreis 6","Im Bau","6703",10,,59944,91,74,17
2012,63,"Oberstrass",6,"Kreis 6","Bewilligt","6702",4,11825,12895,11,8,3
2012,63,"Oberstrass",6,"Kreis 6","Fertigerstellt","6704",7,26660,19157,25,15,10
2012,63,"Oberstrass",6,"Kreis 6","Im Bau","6703",3,,80398,5,3,2
2012,71,"Fluntern",7,"Kreis 7","Bewilligt","6702",7,25491,33461,38,15,23
2012,71,"Fluntern",7,"Kreis 7","Fertigerstellt","6704",7,25900,23658,18,6,12
2012,71,"Fluntern",7,"Kreis 7","Im Bau","6703",8,55990,82644,16,7,9
2012,72,"Hottingen",7,"Kreis 7","Bewilligt","6702",8,40550,39145,34,17,17
2012,72,"Hottingen",7,"Kreis 7","Fertigerstellt","6704",3,,13704,13,12,1
2012,72,"Hottingen",7,"Kreis 7","Im Bau","6703",3,,1590,0,0,0
2012,73,"Hirslanden",7,"Kreis 7","Bewilligt","6702",5,15500,15579,29,21,8
2012,73,"Hirslanden",7,"Kreis 7","Fertigerstellt","6704",2,,2844,1,0,1
2012,73,"Hirslanden",7,"Kreis 7","Im Bau","6703",6,,22190,32,29,3
2012,74,"Witikon",7,"Kreis 7","Bewilligt","6702",29,74750,88468,147,82,65
2012,74,"Witikon",7,"Kreis 7","Fertigerstellt","6704",9,21040,20076,25,7,18
2012,74,"Witikon",7,"Kreis 7","Im Bau","6703",10,36250,36802,53,30,23
2012,81,"Seefeld",8,"Kreis 8","Bewilligt","6702",2,,55040,2,0,2
2012,81,"Seefeld",8,"Kreis 8","Im Bau","6703",5,35500,35033,55,53,2
2012,82,"Mühlebach",8,"Kreis 8","Bewilligt","6702",2,,20190,6,4,2
2012,82,"Mühlebach",8,"Kreis 8","Fertigerstellt","6704",11,,114751,67,18,49
2012,82,"Mühlebach",8,"Kreis 8","Im Bau","6703",4,25900,24213,28,19,9
2012,83,"Weinegg",8,"Kreis 8","Bewilligt","6702",15,121423,120464,55,24,31
2012,83,"Weinegg",8,"Kreis 8","Fertigerstellt","6704",2,,3120,0,0,0
2012,83,"Weinegg",8,"Kreis 8","Im Bau","6703",8,19300,19454,29,10,19
2012,91,"Albisrieden",9,"Kreis 9","Bewilligt","6702",59,432840,639534,933,505,428
2012,91,"Albisrieden",9,"Kreis 9","Fertigerstellt","6704",28,175933,202613,315,170,145
2012,91,"Albisrieden",9,"Kreis 9","Im Bau","6703",10,34111,39889,62,36,26
2012,92,"Altstetten",9,"Kreis 9","Bewilligt","6702",27,315575,462077,527,441,86
2012,92,"Altstetten",9,"Kreis 9","Fertigerstellt","6704",25,56050,66571,52,33,19
2012,92,"Altstetten",9,"Kreis 9","Im Bau","6703",26,207325,253024,226,130,96
2012,101,"Höngg",10,"Kreis 10","Bewilligt","6702",48,297660,416451,567,263,304
2012,101,"Höngg",10,"Kreis 10","Fertigerstellt","6704",6,117127,56565,18,15,3
2012,101,"Höngg",10,"Kreis 10","Im Bau","6703",11,52300,82540,62,44,18
2012,102,"Wipkingen",10,"Kreis 10","Bewilligt","6702",17,135100,154407,173,117,56
2012,102,"Wipkingen",10,"Kreis 10","Fertigerstellt","6704",4,13000,14364,19,11,8
2012,102,"Wipkingen",10,"Kreis 10","Im Bau","6703",5,20376,19034,28,11,17
2012,111,"Affoltern",11,"Kreis 11","Bewilligt","6702",11,36180,59711,91,40,51
2012,111,"Affoltern",11,"Kreis 11","Fertigerstellt","6704",21,95400,162945,208,118,90
2012,111,"Affoltern",11,"Kreis 11","Im Bau","6703",19,114695,146601,214,127,87
2012,115,"Oerlikon",11,"Kreis 11","Bewilligt","6702",11,45500,58646,77,46,31
2012,115,"Oerlikon",11,"Kreis 11","Fertigerstellt","6704",11,61999,84998,88,66,22
2012,115,"Oerlikon",11,"Kreis 11","Im Bau","6703",20,100600,143271,168,113,55
2012,119,"Seebach",11,"Kreis 11","Bewilligt","6702",23,195812,242212,395,289,106
2012,119,"Seebach",11,"Kreis 11","Fertigerstellt","6704",28,234440,324099,396,329,67
2012,119,"Seebach",11,"Kreis 11","Im Bau","6703",50,534816,691267,646,495,151
2012,121,"Saatlen",12,"Kreis 12","Bewilligt","6702",26,168050,311433,435,185,250
2012,121,"Saatlen",12,"Kreis 12","Im Bau","6703",8,87064,101078,35,16,19
2012,122,"Schwamendingen-Mitte",12,"Kreis 12","Bewilligt","6702",4,11130,13841,15,5,10
2012,122,"Schwamendingen-Mitte",12,"Kreis 12","Fertigerstellt","6704",11,,38400,58,55,3
2012,122,"Schwamendingen-Mitte",12,"Kreis 12","Im Bau","6703",12,57900,84057,152,130,22
2012,123,"Hirzenbach",12,"Kreis 12","Bewilligt","6702",106,228040,381810,654,480,174
2012,123,"Hirzenbach",12,"Kreis 12","Fertigerstellt","6704",1,,14020,33,33,0
2012,123,"Hirzenbach",12,"Kreis 12","Im Bau","6703",23,150965,238100,252,182,70
2013,11,"Rathaus",1,"Kreis 1","Bewilligt","6702",1,,9104,2,0,2
2013,12,"Hochschulen",1,"Kreis 1","Bewilligt","6702",1,,119733,0,0,0
2013,12,"Hochschulen",1,"Kreis 1","Fertigerstellt","6704",1,,5173,0,0,0
2013,14,"City",1,"Kreis 1","Im Bau","6703",2,,139307,1,0,1
2013,21,"Wollishofen",2,"Kreis 2","Bewilligt","6702",12,26295,40164,64,39,25
2013,21,"Wollishofen",2,"Kreis 2","Fertigerstellt","6704",5,,9962,13,5,8
2013,21,"Wollishofen",2,"Kreis 2","Im Bau","6703",32,143673,182121,290,149,141
2013,23,"Leimbach",2,"Kreis 2","Bewilligt","6702",5,15800,21070,37,15,22
2013,23,"Leimbach",2,"Kreis 2","Fertigerstellt","6704",14,78150,140088,165,114,51
2013,23,"Leimbach",2,"Kreis 2","Im Bau","6703",1,,62250,76,75,1
2013,24,"Enge",2,"Kreis 2","Bewilligt","6702",10,145180,127365,105,67,38
2013,24,"Enge",2,"Kreis 2","Fertigerstellt","6704",1,,1326,0,0,0
2013,24,"Enge",2,"Kreis 2","Im Bau","6703",21,,269837,136,99,37
2013,31,"Alt-Wiedikon",3,"Kreis 3","Bewilligt","6702",1,,4201,10,9,1
2013,31,"Alt-Wiedikon",3,"Kreis 3","Fertigerstellt","6704",14,116000,125102,346,299,47
2013,31,"Alt-Wiedikon",3,"Kreis 3","Im Bau","6703",7,93000,129845,27,15,12
2013,33,"Friesenberg",3,"Kreis 3","Bewilligt","6702",11,73000,73550,168,91,77
2013,33,"Friesenberg",3,"Kreis 3","Fertigerstellt","6704",29,20994,48364,26,1,25
2013,33,"Friesenberg",3,"Kreis 3","Im Bau","6703",7,419300,237513,12,12,0
2013,34,"Sihlfeld",3,"Kreis 3","Bewilligt","6702",8,,64710,151,123,28
2013,34,"Sihlfeld",3,"Kreis 3","Fertigerstellt","6704",10,74500,88150,94,85,9
2013,34,"Sihlfeld",3,"Kreis 3","Im Bau","6703",13,52235,58249,95,44,51
2013,41,"Werd",4,"Kreis 4","Bewilligt","6702",5,,22686,41,29,12
2013,41,"Werd",4,"Kreis 4","Fertigerstellt","6704",3,,29322,6,6,0
2013,41,"Werd",4,"Kreis 4","Im Bau","6703",2,,104090,88,54,34
2013,42,"Langstrasse",4,"Kreis 4","Bewilligt","6702",16,124500,216778,130,100,30
2013,42,"Langstrasse",4,"Kreis 4","Fertigerstellt","6704",7,,357929,93,70,23
2013,42,"Langstrasse",4,"Kreis 4","Im Bau","6703",9,,186210,180,126,54
2013,44,"Hard",4,"Kreis 4","Bewilligt","6702",1,,552282,0,0,0
2013,51,"Gewerbeschule",5,"Kreis 5","Im Bau","6703",2,,18992,22,16,6
2013,52,"Escher Wyss",5,"Kreis 5","Bewilligt","6702",21,173100,298006,323,235,88
2013,52,"Escher Wyss",5,"Kreis 5","Fertigerstellt","6704",26,523000,691574,518,446,72
2013,52,"Escher Wyss",5,"Kreis 5","Im Bau","6703",20,,605790,458,354,104
2013,61,"Unterstrass",6,"Kreis 6","Bewilligt","6702",15,74475,76353,151,98,53
2013,61,"Unterstrass",6,"Kreis 6","Fertigerstellt","6704",10,,55876,87,70,17
2013,61,"Unterstrass",6,"Kreis 6","Im Bau","6703",18,,176961,201,93,108
2013,63,"Oberstrass",6,"Kreis 6","Bewilligt","6702",5,18025,18685,23,15,8
2013,63,"Oberstrass",6,"Kreis 6","Fertigerstellt","6704",1,,3360,3,2,1
2013,63,"Oberstrass",6,"Kreis 6","Im Bau","6703",3,,86250,13,8,5
2013,71,"Fluntern",7,"Kreis 7","Bewilligt","6702",31,182591,176709,207,109,98
2013,71,"Fluntern",7,"Kreis 7","Fertigerstellt","6704",3,,7496,8,1,7
2013,71,"Fluntern",7,"Kreis 7","Im Bau","6703",11,60525,94836,30,15,15
2013,72,"Hottingen",7,"Kreis 7","Bewilligt","6702",3,,16843,9,5,4
2013,72,"Hottingen",7,"Kreis 7","Fertigerstellt","6704",3,,3540,0,0,0
2013,72,"Hottingen",7,"Kreis 7","Im Bau","6703",6,21243,28045,32,16,16
2013,73,"Hirslanden",7,"Kreis 7","Bewilligt","6702",5,,15579,29,21,8
2013,73,"Hirslanden",7,"Kreis 7","Fertigerstellt","6704",3,,8440,11,7,4
2013,73,"Hirslanden",7,"Kreis 7","Im Bau","6703",4,9700,13750,21,21,0
2013,74,"Witikon",7,"Kreis 7","Bewilligt","6702",19,53850,67950,100,47,53
2013,74,"Witikon",7,"Kreis 7","Fertigerstellt","6704",2,,8227,9,7,2
2013,74,"Witikon",7,"Kreis 7","Im Bau","6703",26,96472,80348,124,56,68
2013,81,"Seefeld",8,"Kreis 8","Bewilligt","6702",10,,99171,85,83,2
2013,81,"Seefeld",8,"Kreis 8","Fertigerstellt","6704",3,,12877,29,28,1
2013,81,"Seefeld",8,"Kreis 8","Im Bau","6703",2,,18737,26,25,1
2013,82,"Mühlebach",8,"Kreis 8","Bewilligt","6702",2,,7206,10,5,5
2013,82,"Mühlebach",8,"Kreis 8","Fertigerstellt","6704",3,,22533,24,17,7
2013,82,"Mühlebach",8,"Kreis 8","Im Bau","6703",2,,18314,4,3,1
2013,83,"Weinegg",8,"Kreis 8","Bewilligt","6702",17,63780,85540,99,59,40
2013,83,"Weinegg",8,"Kreis 8","Fertigerstellt","6704",4,10020,9144,11,7,4
2013,83,"Weinegg",8,"Kreis 8","Im Bau","6703",9,89300,65090,18,3,15
2013,91,"Albisrieden",9,"Kreis 9","Bewilligt","6702",51,268529,392793,646,375,271
2013,91,"Albisrieden",9,"Kreis 9","Fertigerstellt","6704",9,30961,32238,52,33,19
2013,91,"Albisrieden",9,"Kreis 9","Im Bau","6703",43,482050,440722,629,359,270
2013,92,"Altstetten",9,"Kreis 9","Bewilligt","6702",31,250343,363818,299,196,103
2013,92,"Altstetten",9,"Kreis 9","Fertigerstellt","6704",18,132925,242153,112,98,14
2013,92,"Altstetten",9,"Kreis 9","Im Bau","6703",33,431606,640235,716,498,218
2013,101,"Höngg",10,"Kreis 10","Bewilligt","6702",68,354295,519054,725,307,418
2013,101,"Höngg",10,"Kreis 10","Fertigerstellt","6704",12,44900,53216,43,28,15
2013,101,"Höngg",10,"Kreis 10","Im Bau","6703",27,209395,241868,327,183,144
2013,102,"Wipkingen",10,"Kreis 10","Bewilligt","6702",20,95500,128088,219,154,65
2013,102,"Wipkingen",10,"Kreis 10","Fertigerstellt","6704",6,23976,18127,29,12,17
2013,111,"Affoltern",11,"Kreis 11","Bewilligt","6702",17,65995,92914,137,62,75
2013,111,"Affoltern",11,"Kreis 11","Fertigerstellt","6704",9,31675,41886,68,51,17
2013,111,"Affoltern",11,"Kreis 11","Im Bau","6703",13,165000,171503,155,79,76
2013,115,"Oerlikon",11,"Kreis 11","Bewilligt","6702",10,27000,37906,63,57,6
2013,115,"Oerlikon",11,"Kreis 11","Fertigerstellt","6704",14,51600,88936,98,63,35
2013,115,"Oerlikon",11,"Kreis 11","Im Bau","6703",17,102100,111962,141,91,50
2013,119,"Seebach",11,"Kreis 11","Bewilligt","6702",22,118000,280994,236,181,55
2013,119,"Seebach",11,"Kreis 11","Fertigerstellt","6704",40,268816,368701,489,370,119
2013,119,"Seebach",11,"Kreis 11","Im Bau","6703",32,382812,546403,430,301,129
2013,121,"Saatlen",12,"Kreis 12","Bewilligt","6702",13,,24095,68,65,3
2013,121,"Saatlen",12,"Kreis 12","Fertigerstellt","6704",7,20064,24396,35,16,19
2013,121,"Saatlen",12,"Kreis 12","Im Bau","6703",24,270500,369558,426,179,247
2013,122,"Schwamendingen-Mitte",12,"Kreis 12","Bewilligt","6702",2,,11200,25,21,4
2013,122,"Schwamendingen-Mitte",12,"Kreis 12","Fertigerstellt","6704",12,52100,73150,125,108,17
2013,122,"Schwamendingen-Mitte",12,"Kreis 12","Im Bau","6703",4,17100,24750,42,27,15
2013,123,"Hirzenbach",12,"Kreis 12","Bewilligt","6702",79,113721,235027,819,554,265
2013,123,"Hirzenbach",12,"Kreis 12","Fertigerstellt","6704",4,31840,21983,8,2,6
2013,123,"Hirzenbach",12,"Kreis 12","Im Bau","6703",48,195165,514020,657,489,168
2014,11,"Rathaus",1,"Kreis 1","Bewilligt","6702",1,,9104,2,0,2
2014,12,"Hochschulen",1,"Kreis 1","Bewilligt","6702",1,,119733,0,0,0
2014,14,"City",1,"Kreis 1","Fertigerstellt","6704",1,,4307,1,0,1
2014,14,"City",1,"Kreis 1","Im Bau","6703",1,,135000,0,0,0
2014,21,"Wollishofen",2,"Kreis 2","Bewilligt","6702",35,195686,329488,555,363,192
2014,21,"Wollishofen",2,"Kreis 2","Fertigerstellt","6704",10,42860,53160,75,41,34
2014,21,"Wollishofen",2,"Kreis 2","Im Bau","6703",26,100695,140197,214,114,100
2014,23,"Leimbach",2,"Kreis 2","Bewilligt","6702",3,,14063,26,11,15
2014,23,"Leimbach",2,"Kreis 2","Im Bau","6703",4,46000,70250,86,82,4
2014,24,"Enge",2,"Kreis 2","Bewilligt","6702",3,,72405,13,9,4
2014,24,"Enge",2,"Kreis 2","Fertigerstellt","6704",12,66500,74288,69,57,12
2014,24,"Enge",2,"Kreis 2","Im Bau","6703",17,350000,258568,163,104,59
2014,31,"Alt-Wiedikon",3,"Kreis 3","Bewilligt","6702",12,51500,57697,96,54,42
2014,31,"Alt-Wiedikon",3,"Kreis 3","Im Bau","6703",9,97880,136046,36,23,13
2014,33,"Friesenberg",3,"Kreis 3","Bewilligt","6702",16,157805,67804,100,82,18
2014,33,"Friesenberg",3,"Kreis 3","Fertigerstellt","6704",5,14300,9751,12,12,0
2014,33,"Friesenberg",3,"Kreis 3","Im Bau","6703",13,480250,302048,172,93,79
2014,34,"Sihlfeld",3,"Kreis 3","Bewilligt","6702",7,35000,61000,137,113,24
2014,34,"Sihlfeld",3,"Kreis 3","Fertigerstellt","6704",10,34000,52143,70,18,52
2014,34,"Sihlfeld",3,"Kreis 3","Im Bau","6703",4,22235,17159,38,35,3
2014,41,"Werd",4,"Kreis 4","Bewilligt","6702",4,5170,7200,8,3,5
2014,41,"Werd",4,"Kreis 4","Fertigerstellt","6704",1,,102090,55,20,35
2014,41,"Werd",4,"Kreis 4","Im Bau","6703",5,,22686,41,29,12
2014,42,"Langstrasse",4,"Kreis 4","Bewilligt","6702",6,233067,294735,177,129,48
2014,42,"Langstrasse",4,"Kreis 4","Fertigerstellt","6704",5,,30759,65,37,28
2014,42,"Langstrasse",4,"Kreis 4","Im Bau","6703",18,366000,367875,247,193,54
2014,44,"Hard",4,"Kreis 4","Im Bau","6703",2,,557977,10,7,3
2014,51,"Gewerbeschule",5,"Kreis 5","Fertigerstellt","6704",4,15700,19053,22,16,6
2014,52,"Escher Wyss",5,"Kreis 5","Bewilligt","6702",7,110500,188700,108,69,39
2014,52,"Escher Wyss",5,"Kreis 5","Fertigerstellt","6704",4,329000,410207,186,161,25
2014,52,"Escher Wyss",5,"Kreis 5","Im Bau","6703",31,238100,343589,488,364,124
2014,61,"Unterstrass",6,"Kreis 6","Bewilligt","6702",3,,15181,21,20,1
2014,61,"Unterstrass",6,"Kreis 6","Fertigerstellt","6704",3,,10812,4,4,0
2014,61,"Unterstrass",6,"Kreis 6","Im Bau","6703",29,192425,235338,335,175,160
2014,63,"Oberstrass",6,"Kreis 6","Bewilligt","6702",6,,20957,24,15,9
2014,63,"Oberstrass",6,"Kreis 6","Fertigerstellt","6704",2,,80950,6,4,2
2014,63,"Oberstrass",6,"Kreis 6","Im Bau","6703",4,17080,11380,13,6,7
2014,71,"Fluntern",7,"Kreis 7","Bewilligt","6702",14,161464,114786,66,48,18
2014,71,"Fluntern",7,"Kreis 7","Fertigerstellt","6704",8,52900,55339,18,7,11
2014,71,"Fluntern",7,"Kreis 7","Im Bau","6703",33,96375,132379,198,98,100
2014,72,"Hottingen",7,"Kreis 7","Bewilligt","6702",1,,4640,8,7,1
2014,72,"Hottingen",7,"Kreis 7","Fertigerstellt","6704",7,21963,28429,31,15,16
2014,72,"Hottingen",7,"Kreis 7","Im Bau","6703",4,,17143,8,4,4
2014,73,"Hirslanden",7,"Kreis 7","Bewilligt","6702",4,,21456,36,26,10
2014,73,"Hirslanden",7,"Kreis 7","Fertigerstellt","6704",5,10500,14099,21,21,0
2014,73,"Hirslanden",7,"Kreis 7","Im Bau","6703",1,,2623,4,2,2
2014,74,"Witikon",7,"Kreis 7","Bewilligt","6702",29,87450,110245,204,133,71
2014,74,"Witikon",7,"Kreis 7","Fertigerstellt","6704",18,55622,57874,84,37,47
2014,74,"Witikon",7,"Kreis 7","Im Bau","6703",12,52000,42119,57,27,30
2014,81,"Seefeld",8,"Kreis 8","Bewilligt","6702",14,82470,122351,118,108,10
2014,81,"Seefeld",8,"Kreis 8","Fertigerstellt","6704",2,,18737,22,21,1
2014,82,"Mühlebach",8,"Kreis 8","Bewilligt","6702",6,23450,24546,39,26,13
2014,82,"Mühlebach",8,"Kreis 8","Fertigerstellt","6704",1,,1680,5,4,1
2014,82,"Mühlebach",8,"Kreis 8","Im Bau","6703",2,,20190,6,4,2
2014,83,"Weinegg",8,"Kreis 8","Bewilligt","6702",7,17550,19869,34,21,13
2014,83,"Weinegg",8,"Kreis 8","Fertigerstellt","6704",8,30000,24974,21,6,15
2014,83,"Weinegg",8,"Kreis 8","Im Bau","6703",12,,111300,70,43,27
2014,91,"Albisrieden",9,"Kreis 9","Bewilligt","6702",39,160539,189974,344,230,114
2014,91,"Albisrieden",9,"Kreis 9","Fertigerstellt","6704",8,21129,20350,27,10,17
2014,91,"Albisrieden",9,"Kreis 9","Im Bau","6703",67,456893,708146,1100,710,390
2014,92,"Altstetten",9,"Kreis 9","Bewilligt","6702",22,236178,404928,711,657,54
2014,92,"Altstetten",9,"Kreis 9","Fertigerstellt","6704",18,130231,239602,84,50,34
2014,92,"Altstetten",9,"Kreis 9","Im Bau","6703",44,561232,767757,914,687,227
2014,101,"Höngg",10,"Kreis 10","Bewilligt","6702",41,146284,209602,338,140,198
2014,101,"Höngg",10,"Kreis 10","Fertigerstellt","6704",10,31230,32391,46,19,27
2014,101,"Höngg",10,"Kreis 10","Im Bau","6703",39,347808,421500,641,416,225
2014,102,"Wipkingen",10,"Kreis 10","Bewilligt","6702",5,72600,77050,42,40,2
2014,102,"Wipkingen",10,"Kreis 10","Im Bau","6703",33,167235,205632,229,147,82
2014,111,"Affoltern",11,"Kreis 11","Bewilligt","6702",20,83010,99544,149,89,60
2014,111,"Affoltern",11,"Kreis 11","Fertigerstellt","6704",14,87965,105891,150,75,75
2014,111,"Affoltern",11,"Kreis 11","Im Bau","6703",6,95300,87837,40,19,21
2014,115,"Oerlikon",11,"Kreis 11","Bewilligt","6702",18,139860,198110,125,97,28
2014,115,"Oerlikon",11,"Kreis 11","Fertigerstellt","6704",7,24200,54331,93,70,23
2014,115,"Oerlikon",11,"Kreis 11","Im Bau","6703",22,101600,113362,132,97,35
2014,119,"Seebach",11,"Kreis 11","Bewilligt","6702",15,50220,69613,133,81,52
2014,119,"Seebach",11,"Kreis 11","Fertigerstellt","6704",17,277512,339139,230,174,56
2014,119,"Seebach",11,"Kreis 11","Im Bau","6703",33,213800,472247,393,271,122
2014,121,"Saatlen",12,"Kreis 12","Bewilligt","6702",44,135985,186490,297,200,97
2014,121,"Saatlen",12,"Kreis 12","Fertigerstellt","6704",12,174000,188118,121,48,73
2014,121,"Saatlen",12,"Kreis 12","Im Bau","6703",13,100000,512960,748,304,444
2014,122,"Schwamendingen-Mitte",12,"Kreis 12","Fertigerstellt","6704",6,25600,29016,57,41,16
2014,122,"Schwamendingen-Mitte",12,"Kreis 12","Im Bau","6703",10,61907,59800,113,84,29
2014,123,"Hirzenbach",12,"Kreis 12","Bewilligt","6702",42,54050,237500,185,145,40
