"Jahr","QuarSort","QuarLang","KreisSort","KreisLang","ProjStatus","ProjStatusSort","ProjAnzGbd","ProjKosten","ProjRauminhalt","ProjAnzWhg","Whg_1_3_Zi","Whg_4plus_Zi"
2014,123,"Hirzenbach",12,"Kreis 12","Fertigerstellt","6704",30,150165,353126,364,265,99
2014,123,"Hirzenbach",12,"Kreis 12","Im Bau","6703",58,108721,384537,497,349,148
2015,11,"Rathaus",1,"Kreis 1","Bewilligt","6702",1,,9104,2,0,2
2015,12,"Hochschulen",1,"Kreis 1","Bewilligt","6702",1,,119733,0,0,0
2015,14,"City",1,"Kreis 1","Im Bau","6703",1,,135000,0,0,0
2015,21,"Wollishofen",2,"Kreis 2","Bewilligt","6702",58,336900,702820,699,440,259
2015,21,"Wollishofen",2,"Kreis 2","Fertigerstellt","6704",22,87595,189162,183,96,87
2015,21,"Wollishofen",2,"Kreis 2","Im Bau","6703",30,170983,225599,392,220,172
2015,23,"Leimbach",2,"Kreis 2","Bewilligt","6702",2,,13070,25,11,14
2015,23,"Leimbach",2,"Kreis 2","Fertigerstellt","6704",5,46895,72255,87,82,5
2015,23,"Leimbach",2,"Kreis 2","Im Bau","6703",1,,1196,1,0,1
2015,24,"Enge",2,"Kreis 2","Bewilligt","6702",8,,90305,27,24,3
2015,24,"Enge",2,"Kreis 2","Fertigerstellt","6704",15,80000,96126,146,89,57
2015,24,"Enge",2,"Kreis 2","Im Bau","6703",2,,162443,16,7,9
2015,31,"Alt-Wiedikon",3,"Kreis 3","Bewilligt","6702",10,50550,52599,72,35,37
2015,31,"Alt-Wiedikon",3,"Kreis 3","Fertigerstellt","6704",9,97880,161075,36,23,13
2015,31,"Alt-Wiedikon",3,"Kreis 3","Im Bau","6703",3,,14636,34,26,8
2015,33,"Friesenberg",3,"Kreis 3","Bewilligt","6702",6,40600,50000,60,51,9
2015,33,"Friesenberg",3,"Kreis 3","Fertigerstellt","6704",3,,7049,5,2,3
2015,33,"Friesenberg",3,"Kreis 3","Im Bau","6703",19,,390934,207,121,86
2015,34,"Sihlfeld",3,"Kreis 3","Bewilligt","6702",16,130300,131485,273,195,78
2015,34,"Sihlfeld",3,"Kreis 3","Fertigerstellt","6704",4,,14135,38,35,3
2015,41,"Werd",4,"Kreis 4","Bewilligt","6702",1,,4150,7,3,4
2015,41,"Werd",4,"Kreis 4","Im Bau","6703",6,,25736,42,29,13
2015,42,"Langstrasse",4,"Kreis 4","Bewilligt","6702",5,,275508,164,119,45
2015,42,"Langstrasse",4,"Kreis 4","Fertigerstellt","6704",9,168000,179082,165,143,22
2015,42,"Langstrasse",4,"Kreis 4","Im Bau","6703",12,302600,310191,104,80,24
2015,44,"Hard",4,"Kreis 4","Bewilligt","6702",8,42500,52800,107,94,13
2015,44,"Hard",4,"Kreis 4","Im Bau","6703",2,,557977,10,7,3
2015,51,"Gewerbeschule",5,"Kreis 5","Bewilligt","6702",1,,9518,22,22,0
2015,52,"Escher Wyss",5,"Kreis 5","Bewilligt","6702",1,,38700,0,0,0
2015,52,"Escher Wyss",5,"Kreis 5","Fertigerstellt","6704",29,215100,327330,466,339,127
2015,52,"Escher Wyss",5,"Kreis 5","Im Bau","6703",9,145000,280065,131,91,40
2015,61,"Unterstrass",6,"Kreis 6","Bewilligt","6702",35,148650,200141,359,233,126
2015,61,"Unterstrass",6,"Kreis 6","Fertigerstellt","6704",21,145509,190587,236,120,116
2015,61,"Unterstrass",6,"Kreis 6","Im Bau","6703",18,,110030,209,117,92
2015,63,"Oberstrass",6,"Kreis 6","Bewilligt","6702",5,213750,167942,28,14,14
2015,63,"Oberstrass",6,"Kreis 6","Fertigerstellt","6704",8,24630,21134,25,15,10
2015,63,"Oberstrass",6,"Kreis 6","Im Bau","6703",3,,6180,6,4,2
2015,71,"Fluntern",7,"Kreis 7","Bewilligt","6702",12,38730,47564,59,37,22
2015,71,"Fluntern",7,"Kreis 7","Fertigerstellt","6704",22,45575,61443,68,40,28
2015,71,"Fluntern",7,"Kreis 7","Im Bau","6703",19,150396,162557,160,93,67
2015,72,"Hottingen",7,"Kreis 7","Bewilligt","6702",2,,5421,4,4,0
2015,72,"Hottingen",7,"Kreis 7","Fertigerstellt","6704",4,,17143,8,3,5
2015,72,"Hottingen",7,"Kreis 7","Im Bau","6703",1,,4640,8,7,1
2015,73,"Hirslanden",7,"Kreis 7","Bewilligt","6702",1,,9000,11,7,4
2015,73,"Hirslanden",7,"Kreis 7","Fertigerstellt","6704",1,,2623,4,2,2
2015,73,"Hirslanden",7,"Kreis 7","Im Bau","6703",3,,12456,25,19,6
2015,74,"Witikon",7,"Kreis 7","Bewilligt","6702",28,132100,104718,184,111,73
2015,74,"Witikon",7,"Kreis 7","Fertigerstellt","6704",9,44000,32815,44,21,23
2015,74,"Witikon",7,"Kreis 7","Im Bau","6703",10,25300,23901,36,24,12
2015,81,"Seefeld",8,"Kreis 8","Bewilligt","6702",2,,51066,0,0,0
2015,81,"Seefeld",8,"Kreis 8","Im Bau","6703",12,61200,66922,116,110,6
2015,82,"Mühlebach",8,"Kreis 8","Bewilligt","6702",7,56110,80911,73,61,12
2015,82,"Mühlebach",8,"Kreis 8","Fertigerstellt","6704",1,,16634,0,0,0
2015,82,"Mühlebach",8,"Kreis 8","Im Bau","6703",3,,9847,10,5,5
2015,83,"Weinegg",8,"Kreis 8","Bewilligt","6702",6,,16867,25,7,18
2015,83,"Weinegg",8,"Kreis 8","Fertigerstellt","6704",6,,39689,39,35,4
2015,83,"Weinegg",8,"Kreis 8","Im Bau","6703",11,,65748,55,25,30
2015,91,"Albisrieden",9,"Kreis 9","Bewilligt","6702",24,77430,101413,188,141,47
2015,91,"Albisrieden",9,"Kreis 9","Fertigerstellt","6704",17,63053,81326,120,80,40
2015,91,"Albisrieden",9,"Kreis 9","Im Bau","6703",77,505929,766194,1227,790,437
2015,92,"Altstetten",9,"Kreis 9","Bewilligt","6702",16,157478,57535,114,83,31
2015,92,"Altstetten",9,"Kreis 9","Fertigerstellt","6704",21,157232,201354,266,131,135
2015,92,"Altstetten",9,"Kreis 9","Im Bau","6703",47,695276,961566,1340,1195,145
2015,101,"Höngg",10,"Kreis 10","Bewilligt","6702",37,,207096,335,149,186
2015,101,"Höngg",10,"Kreis 10","Fertigerstellt","6704",18,146085,165330,221,122,99
2015,101,"Höngg",10,"Kreis 10","Im Bau","6703",34,237713,292078,559,369,190
2015,102,"Wipkingen",10,"Kreis 10","Bewilligt","6702",3,,44191,12,12,0
2015,102,"Wipkingen",10,"Kreis 10","Fertigerstellt","6704",15,97235,145104,180,135,45
2015,102,"Wipkingen",10,"Kreis 10","Im Bau","6703",24,111775,163745,237,157,80
2015,111,"Affoltern",11,"Kreis 11","Bewilligt","6702",46,148070,174730,294,155,139
2015,111,"Affoltern",11,"Kreis 11","Fertigerstellt","6704",2,,4819,12,11,1
2015,111,"Affoltern",11,"Kreis 11","Im Bau","6703",11,121500,115856,85,48,37
2015,115,"Oerlikon",11,"Kreis 11","Bewilligt","6702",19,136863,186630,124,117,7
2015,115,"Oerlikon",11,"Kreis 11","Fertigerstellt","6704",19,,101987,113,77,36
2015,115,"Oerlikon",11,"Kreis 11","Im Bau","6703",27,102550,107081,146,109,37
2015,119,"Seebach",11,"Kreis 11","Bewilligt","6702",15,322160,462571,361,271,90
2015,119,"Seebach",11,"Kreis 11","Fertigerstellt","6704",28,135300,232394,223,125,98
2015,119,"Seebach",11,"Kreis 11","Im Bau","6703",18,198180,326825,272,192,80
2015,121,"Saatlen",12,"Kreis 12","Bewilligt","6702",39,146090,178420,325,188,137
2015,121,"Saatlen",12,"Kreis 12","Fertigerstellt","6704",13,,512959,301,131,170
2015,121,"Saatlen",12,"Kreis 12","Im Bau","6703",16,35894,58170,64,64,0
2015,122,"Schwamendingen-Mitte",12,"Kreis 12","Bewilligt","6702",10,51110,58221,113,83,30
2015,122,"Schwamendingen-Mitte",12,"Kreis 12","Fertigerstellt","6704",1,,8000,19,15,4
2015,122,"Schwamendingen-Mitte",12,"Kreis 12","Im Bau","6703",9,55807,51800,94,69,25
2015,123,"Hirzenbach",12,"Kreis 12","Bewilligt","6702",13,69090,80384,186,174,12
2015,123,"Hirzenbach",12,"Kreis 12","Fertigerstellt","6704",38,63721,235030,205,126,79
2015,123,"Hirzenbach",12,"Kreis 12","Im Bau","6703",66,116550,412390,400,306,94
2016,12,"Hochschulen",1,"Kreis 1","Im Bau","6703",1,,119733,0,0,0
2016,14,"City",1,"Kreis 1","Fertigerstellt","6704",1,,135000,0,0,0
2016,21,"Wollishofen",2,"Kreis 2","Bewilligt","6702",43,495282,678177,407,301,106
2016,21,"Wollishofen",2,"Kreis 2","Fertigerstellt","6704",9,40013,56395,89,48,41
2016,21,"Wollishofen",2,"Kreis 2","Im Bau","6703",58,360170,490354,849,516,333
2016,23,"Leimbach",2,"Kreis 2","Bewilligt","6702",2,,20565,33,25,8
2016,23,"Leimbach",2,"Kreis 2","Fertigerstellt","6704",1,,1196,1,0,1
2016,23,"Leimbach",2,"Kreis 2","Im Bau","6703",1,,6262,14,8,6
2016,24,"Enge",2,"Kreis 2","Bewilligt","6702",3,,18717,12,10,2
2016,24,"Enge",2,"Kreis 2","Fertigerstellt","6704",2,,9914,17,7,10
2016,24,"Enge",2,"Kreis 2","Im Bau","6703",9,,425744,19,17,2
2016,31,"Alt-Wiedikon",3,"Kreis 3","Bewilligt","6702",4,36500,62450,312,288,24
2016,31,"Alt-Wiedikon",3,"Kreis 3","Fertigerstellt","6704",3,,6802,0,0,0
2016,31,"Alt-Wiedikon",3,"Kreis 3","Im Bau","6703",13,67330,67235,106,61,45
2016,33,"Friesenberg",3,"Kreis 3","Bewilligt","6702",6,40600,50000,60,51,9
2016,33,"Friesenberg",3,"Kreis 3","Fertigerstellt","6704",12,,297229,169,91,78
2016,33,"Friesenberg",3,"Kreis 3","Im Bau","6703",9,115985,106021,40,30,10
2016,34,"Sihlfeld",3,"Kreis 3","Bewilligt","6702",19,103300,118304,250,178,72
2016,34,"Sihlfeld",3,"Kreis 3","Im Bau","6703",11,55100,74150,152,128,24
2016,41,"Werd",4,"Kreis 4","Bewilligt","6702",9,40200,51524,86,65,21
2016,41,"Werd",4,"Kreis 4","Fertigerstellt","6704",6,25600,25736,41,28,13
2016,41,"Werd",4,"Kreis 4","Im Bau","6703",1,,4150,7,3,4
2016,42,"Langstrasse",4,"Kreis 4","Bewilligt","6702",9,123000,124038,139,124,15
2016,42,"Langstrasse",4,"Kreis 4","Fertigerstellt","6704",1,,11477,11,11,0
2016,42,"Langstrasse",4,"Kreis 4","Im Bau","6703",16,525600,574222,257,189,68
2016,44,"Hard",4,"Kreis 4","Bewilligt","6702",4,7200,5800,34,34,0
2016,44,"Hard",4,"Kreis 4","Fertigerstellt","6704",1,,5695,10,7,3
2016,44,"Hard",4,"Kreis 4","Im Bau","6703",8,,599782,73,60,13
2016,51,"Gewerbeschule",5,"Kreis 5","Bewilligt","6702",3,,21113,39,39,0
2016,52,"Escher Wyss",5,"Kreis 5","Bewilligt","6702",8,,51979,0,0,0
2016,52,"Escher Wyss",5,"Kreis 5","Fertigerstellt","6704",1,,19524,23,19,4
2016,52,"Escher Wyss",5,"Kreis 5","Im Bau","6703",9,152000,299241,108,72,36
2016,61,"Unterstrass",6,"Kreis 6","Bewilligt","6702",56,,322823,646,406,240
2016,61,"Unterstrass",6,"Kreis 6","Fertigerstellt","6704",10,,54722,99,54,45
2016,61,"Unterstrass",6,"Kreis 6","Im Bau","6703",18,88500,109470,186,108,78
2016,63,"Oberstrass",6,"Kreis 6","Bewilligt","6702",2,,20224,11,10,1
2016,63,"Oberstrass",6,"Kreis 6","Fertigerstellt","6704",2,,2900,5,4,1
2016,63,"Oberstrass",6,"Kreis 6","Im Bau","6703",8,230700,176228,48,26,22
2016,71,"Fluntern",7,"Kreis 7","Bewilligt","6702",14,226800,148472,30,15,15
2016,71,"Fluntern",7,"Kreis 7","Fertigerstellt","6704",4,,25269,31,19,12
2016,71,"Fluntern",7,"Kreis 7","Im Bau","6703",24,144462,162751,171,100,71
2016,72,"Hottingen",7,"Kreis 7","Bewilligt","6702",9,,94326,29,18,11
2016,72,"Hottingen",7,"Kreis 7","Fertigerstellt","6704",2,,8621,8,7,1
2016,72,"Hottingen",7,"Kreis 7","Im Bau","6703",1,,1440,4,4,0
2016,73,"Hirslanden",7,"Kreis 7","Bewilligt","6702",2,,12123,16,10,6
2016,73,"Hirslanden",7,"Kreis 7","Im Bau","6703",4,,22456,44,28,16
2016,74,"Witikon",7,"Kreis 7","Bewilligt","6702",18,52500,59930,121,71,50
2016,74,"Witikon",7,"Kreis 7","Fertigerstellt","6704",8,19215,23508,27,22,5
2016,74,"Witikon",7,"Kreis 7","Im Bau","6703",16,55900,59295,95,58,37
2016,81,"Seefeld",8,"Kreis 8","Bewilligt","6702",13,,147790,118,31,87
2016,81,"Seefeld",8,"Kreis 8","Im Bau","6703",12,61200,66922,116,110,6
2016,82,"Mühlebach",8,"Kreis 8","Bewilligt","6702",1,,48526,0,0,0
2016,82,"Mühlebach",8,"Kreis 8","Fertigerstellt","6704",3,,9847,10,4,6
2016,82,"Mühlebach",8,"Kreis 8","Im Bau","6703",7,,32385,73,61,12
2016,83,"Weinegg",8,"Kreis 8","Bewilligt","6702",23,89650,86151,111,79,32
2016,83,"Weinegg",8,"Kreis 8","Fertigerstellt","6704",11,,63384,57,26,31
2016,83,"Weinegg",8,"Kreis 8","Im Bau","6703",3,,6607,10,3,7
2016,91,"Albisrieden",9,"Kreis 9","Bewilligt","6702",14,37540,44034,80,50,30
2016,91,"Albisrieden",9,"Kreis 9","Fertigerstellt","6704",64,422779,673380,1072,697,375
2016,91,"Albisrieden",9,"Kreis 9","Im Bau","6703",36,154550,165135,312,212,100
2016,92,"Altstetten",9,"Kreis 9","Bewilligt","6702",29,112612,181701,206,136,70
2016,92,"Altstetten",9,"Kreis 9","Fertigerstellt","6704",9,209868,218247,263,259,4
2016,92,"Altstetten",9,"Kreis 9","Im Bau","6703",62,658737,783239,1210,1025,185
2016,101,"Höngg",10,"Kreis 10","Bewilligt","6702",11,23839,22310,29,13,16
2016,101,"Höngg",10,"Kreis 10","Fertigerstellt","6704",27,198605,230721,364,253,111
2016,101,"Höngg",10,"Kreis 10","Im Bau","6703",21,94580,119905,257,162,95
2016,102,"Wipkingen",10,"Kreis 10","Bewilligt","6702",4,14000,14139,1,0,1
2016,102,"Wipkingen",10,"Kreis 10","Fertigerstellt","6704",10,51475,47369,68,41,27
2016,102,"Wipkingen",10,"Kreis 10","Im Bau","6703",19,120000,163052,209,132,77
2016,111,"Affoltern",11,"Kreis 11","Bewilligt","6702",12,67800,69606,67,53,14
2016,111,"Affoltern",11,"Kreis 11","Fertigerstellt","6704",11,118500,116170,83,50,33
2016,111,"Affoltern",11,"Kreis 11","Im Bau","6703",42,123805,161057,251,123,128
2016,115,"Oerlikon",11,"Kreis 11","Bewilligt","6702",23,166560,192812,193,128,65
2016,115,"Oerlikon",11,"Kreis 11","Fertigerstellt","6704",15,36150,38518,59,47,12
2016,115,"Oerlikon",11,"Kreis 11","Im Bau","6703",26,199658,239993,192,155,37
2016,119,"Seebach",11,"Kreis 11","Bewilligt","6702",20,320148,479370,348,251,97
2016,119,"Seebach",11,"Kreis 11","Fertigerstellt","6704",9,77924,176783,200,158,42
2016,119,"Seebach",11,"Kreis 11","Im Bau","6703",16,194580,228027,108,60,48
2016,121,"Saatlen",12,"Kreis 12","Bewilligt","6702",34,,137344,233,136,97
2016,121,"Saatlen",12,"Kreis 12","Fertigerstellt","6704",16,35894,62538,64,64,0
2016,121,"Saatlen",12,"Kreis 12","Im Bau","6703",15,45000,50100,92,52,40
2016,122,"Schwamendingen-Mitte",12,"Kreis 12","Bewilligt","6702",2,,13256,39,36,3
2016,122,"Schwamendingen-Mitte",12,"Kreis 12","Fertigerstellt","6704",6,30000,34725,58,43,15
2016,122,"Schwamendingen-Mitte",12,"Kreis 12","Im Bau","6703",11,73904,68965,127,89,38
2016,123,"Hirzenbach",12,"Kreis 12","Bewilligt","6702",36,106201,169271,370,252,118
2016,123,"Hirzenbach",12,"Kreis 12","Fertigerstellt","6704",19,49050,92924,166,117,49
2016,123,"Hirzenbach",12,"Kreis 12","Im Bau","6703",51,116090,308759,387,342,45
2017,12,"Hochschulen",1,"Kreis 1","Im Bau","6703",1,,119733,0,0,0
2017,21,"Wollishofen",2,"Kreis 2","Bewilligt","6702",38,422625,429625,272,179,93
2017,21,"Wollishofen",2,"Kreis 2","Fertigerstellt","6704",27,152222,201398,321,174,147
2017,21,"Wollishofen",2,"Kreis 2","Im Bau","6703",58,377280,731208,900,610,290
2017,23,"Leimbach",2,"Kreis 2","Bewilligt","6702",8,53700,75410,152,120,32
2017,23,"Leimbach",2,"Kreis 2","Fertigerstellt","6704",2,,8788,17,4,13
2017,23,"Leimbach",2,"Kreis 2","Im Bau","6703",1,,6262,14,8,6
2017,24,"Enge",2,"Kreis 2","Bewilligt","6702",4,11200,15450,33,28,5
2017,24,"Enge",2,"Kreis 2","Fertigerstellt","6704",3,,164437,5,1,4
2017,24,"Enge",2,"Kreis 2","Im Bau","6703",9,,300392,43,30,13
2017,31,"Alt-Wiedikon",3,"Kreis 3","Bewilligt","6702",1,,4171,0,0,0
2017,31,"Alt-Wiedikon",3,"Kreis 3","Fertigerstellt","6704",3,,13041,34,26,8
2017,31,"Alt-Wiedikon",3,"Kreis 3","Im Bau","6703",14,89730,115049,384,323,61
2017,33,"Friesenberg",3,"Kreis 3","Fertigerstellt","6704",8,114985,104971,38,30,8
2017,33,"Friesenberg",3,"Kreis 3","Im Bau","6703",7,41600,51050,64,54,10
2017,34,"Sihlfeld",3,"Kreis 3","Bewilligt","6702",8,,44725,85,65,20
2017,34,"Sihlfeld",3,"Kreis 3","Fertigerstellt","6704",6,,53766,137,113,24
2017,34,"Sihlfeld",3,"Kreis 3","Im Bau","6703",17,89600,94620,179,127,52
2017,41,"Werd",4,"Kreis 4","Bewilligt","6702",15,75200,84959,112,90,22
2017,41,"Werd",4,"Kreis 4","Fertigerstellt","6704",1,,4150,6,2,4
2017,42,"Langstrasse",4,"Kreis 4","Fertigerstellt","6704",10,215600,165887,95,71,24
2017,42,"Langstrasse",4,"Kreis 4","Im Bau","6703",15,,501617,303,243,60
2017,44,"Hard",4,"Kreis 4","Bewilligt","6702",7,29360,33557,80,52,28
2017,44,"Hard",4,"Kreis 4","Fertigerstellt","6704",7,,44577,73,60,13
2017,44,"Hard",4,"Kreis 4","Im Bau","6703",1,,552282,0,0,0
2017,51,"Gewerbeschule",5,"Kreis 5","Bewilligt","6702",4,66900,75318,102,74,28
2017,51,"Gewerbeschule",5,"Kreis 5","Im Bau","6703",3,,18195,30,23,7
2017,52,"Escher Wyss",5,"Kreis 5","Bewilligt","6702",11,252000,350490,0,0,0
2017,52,"Escher Wyss",5,"Kreis 5","Fertigerstellt","6704",7,122000,238692,108,72,36
2017,52,"Escher Wyss",5,"Kreis 5","Im Bau","6703",8,,121942,0,0,0
2017,61,"Unterstrass",6,"Kreis 6","Bewilligt","6702",27,126210,179009,183,140,43
2017,61,"Unterstrass",6,"Kreis 6","Fertigerstellt","6704",10,,57051,78,41,37
2017,61,"Unterstrass",6,"Kreis 6","Im Bau","6703",43,249000,267468,587,333,254
2017,63,"Oberstrass",6,"Kreis 6","Bewilligt","6702",5,28800,28318,29,26,3
2017,63,"Oberstrass",6,"Kreis 6","Fertigerstellt","6704",3,,9358,6,1,5
2017,63,"Oberstrass",6,"Kreis 6","Im Bau","6703",6,218900,167450,43,25,18
2017,71,"Fluntern",7,"Kreis 7","Bewilligt","6702",11,42800,42020,45,18,27
2017,71,"Fluntern",7,"Kreis 7","Fertigerstellt","6704",14,61962,46940,55,40,15
2017,71,"Fluntern",7,"Kreis 7","Im Bau","6703",22,353409,266400,132,70,62
2017,72,"Hottingen",7,"Kreis 7","Bewilligt","6702",8,118600,99631,36,20,16
2017,72,"Hottingen",7,"Kreis 7","Fertigerstellt","6704",3,,2043,4,4,0
2017,72,"Hottingen",7,"Kreis 7","Im Bau","6703",1,,3030,4,0,4
2017,73,"Hirslanden",7,"Kreis 7","Bewilligt","6702",9,50267,54926,49,46,3
2017,73,"Hirslanden",7,"Kreis 7","Fertigerstellt","6704",3,,12759,26,20,6
2017,73,"Hirslanden",7,"Kreis 7","Im Bau","6703",2,,13123,24,12,12
2017,74,"Witikon",7,"Kreis 7","Bewilligt","6702",15,79400,106037,195,138,57
2017,74,"Witikon",7,"Kreis 7","Fertigerstellt","6704",5,10500,7548,9,2,7
2017,74,"Witikon",7,"Kreis 7","Im Bau","6703",32,107000,117308,162,77,85
2017,81,"Seefeld",8,"Kreis 8","Bewilligt","6702",20,107300,147790,120,38,82
2017,81,"Seefeld",8,"Kreis 8","Fertigerstellt","6704",13,61850,68307,116,110,6
2017,82,"Mühlebach",8,"Kreis 8","Fertigerstellt","6704",3,,14750,38,36,2
2017,82,"Mühlebach",8,"Kreis 8","Im Bau","6703",5,48580,66781,36,26,10
2017,83,"Weinegg",8,"Kreis 8","Bewilligt","6702",18,665250,502611,133,101,32
2017,83,"Weinegg",8,"Kreis 8","Fertigerstellt","6704",4,,10914,10,3,7
2017,83,"Weinegg",8,"Kreis 8","Im Bau","6703",11,49520,28451,20,6,14
2017,91,"Albisrieden",9,"Kreis 9","Bewilligt","6702",8,126800,129983,255,237,18
2017,91,"Albisrieden",9,"Kreis 9","Fertigerstellt","6704",27,107905,102848,179,108,71
2017,91,"Albisrieden",9,"Kreis 9","Im Bau","6703",17,106600,178946,138,97,41
2017,92,"Altstetten",9,"Kreis 9","Bewilligt","6702",54,233658,340711,493,336,157
2017,92,"Altstetten",9,"Kreis 9","Fertigerstellt","6704",30,304039,310290,381,323,58
2017,92,"Altstetten",9,"Kreis 9","Im Bau","6703",56,448568,594488,1048,835,213
2017,101,"Höngg",10,"Kreis 10","Bewilligt","6702",10,26339,25864,38,23,15
2017,101,"Höngg",10,"Kreis 10","Fertigerstellt","6704",11,42500,40746,101,66,35
2017,101,"Höngg",10,"Kreis 10","Im Bau","6703",15,61707,60999,75,49,26
2017,102,"Wipkingen",10,"Kreis 10","Bewilligt","6702",8,44100,52673,46,31,15
2017,102,"Wipkingen",10,"Kreis 10","Fertigerstellt","6704",15,51400,67835,144,97,47
2017,102,"Wipkingen",10,"Kreis 10","Im Bau","6703",5,70200,65375,1,0,1
2017,111,"Affoltern",11,"Kreis 11","Bewilligt","6702",2,,24127,17,12,5
2017,111,"Affoltern",11,"Kreis 11","Fertigerstellt","6704",4,19100,18642,29,22,7
2017,111,"Affoltern",11,"Kreis 11","Im Bau","6703",53,188705,226438,324,186,138
2017,115,"Oerlikon",11,"Kreis 11","Bewilligt","6702",13,,133495,147,137,10
2017,115,"Oerlikon",11,"Kreis 11","Fertigerstellt","6704",22,96058,99188,169,140,29
2017,115,"Oerlikon",11,"Kreis 11","Im Bau","6703",27,218720,271955,278,202,76
2017,119,"Seebach",11,"Kreis 11","Bewilligt","6702",37,185190,288052,427,308,119
2017,119,"Seebach",11,"Kreis 11","Fertigerstellt","6704",13,61698,79293,108,60,48
2017,119,"Seebach",11,"Kreis 11","Im Bau","6703",19,445580,570432,429,333,96
2017,121,"Saatlen",12,"Kreis 12","Bewilligt","6702",14,9450,10055,4,1,3
2017,121,"Saatlen",12,"Kreis 12","Fertigerstellt","6704",16,48200,61401,92,54,38
2017,121,"Saatlen",12,"Kreis 12","Im Bau","6703",22,99590,126500,228,137,91
2017,122,"Schwamendingen-Mitte",12,"Kreis 12","Bewilligt","6702",2,,9976,30,26,4
2017,122,"Schwamendingen-Mitte",12,"Kreis 12","Fertigerstellt","6704",4,11730,12738,27,21,6
2017,122,"Schwamendingen-Mitte",12,"Kreis 12","Im Bau","6703",10,85434,77983,151,107,44
2017,123,"Hirzenbach",12,"Kreis 12","Bewilligt","6702",14,,78009,123,92,31
2017,123,"Hirzenbach",12,"Kreis 12","Fertigerstellt","6704",47,67500,261154,256,210,46
2017,123,"Hirzenbach",12,"Kreis 12","Im Bau","6703",28,120140,155684,316,258,58
